"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","24","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","8","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","76","6","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/BaseFlattenMaterial.BaseFlattenMaterial","0","0","53","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","52","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","115","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","962","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","36","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","4","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","4","1","0.000000","0","0"
"/Game/Jigsaw_Puzzle/Demo/Material/M_Puzzle.M_Puzzle","0","0","9","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","0","42","1","0.000000","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","0","21","1","0.000000","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","0","21","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/PhysicsInteraction/Materials/OutlineMaster.OutlineMaster","0","0","4","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","0","21","1","0.000000","0","0"
"/Game/FPWeapon/Materials/M_FPGun.M_FPGun","0","0","78","1","0.000000","0","0"
"/Game/FirstPerson/Meshes/BaseMaterial.BaseMaterial","0","0","33","1","0.000000","0","0"
"/Game/FirstPerson/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","0","78","1","0.000000","0","0"
"/Game/Geometry/Meshes/CubeMaterial.CubeMaterial","0","0","21","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","19","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","8","1","0.000000","0","0"
"/Game/School_Environment/Materials/Masters/M_FastTrack_Decal_Simple_Master.M_FastTrack_Decal_Simple_Master","0","0","31","1","0.000000","0","0"
"/Game/MonsterAi_Kit/BloodFX/Blood.Blood","0","0","84","1","0.000000","0","0"
"/Game/HorrorGirl/Materiasl/Base/Mat_HorrorGirl_Hair_Base.Mat_HorrorGirl_Hair_Base","0","0","70","1","0.000000","0","0"
"/Game/HorrorGirl/Materiasl/Black_and_White/Mat_HorrorGirl_Dress_Black_and_White.Mat_HorrorGirl_Dress_Black_and_White","0","0","138","1","0.000000","0","0"
"/Game/HorrorGirl/Materiasl/Dark/Mat_HorrorGirl_Body_Dark.Mat_HorrorGirl_Body_Dark","0","0","72","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","0","63","1","0.000000","0","0"
"/Game/School_Environment/Materials/Masters/M_FastTrack_Basic.M_FastTrack_Basic","0","0","243","9","0.000000","0","243"
"/Game/Horror_Props/Materials/M_Man_in_bag.M_Man_in_bag","0","0","21","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/Materials/M_Wood_Walnut.M_Wood_Walnut","0","0","21","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/Materials/M_Metal_Steel.M_Metal_Steel","0","0","21","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/Materials/M_Metal_Gold.M_Metal_Gold","0","0","21","1","0.000000","0","0"
"/Game/Ben/LoreItems/M_LoreItemGlow.M_LoreItemGlow","0","0","28","1","0.000000","0","0"
"/Game/School_Environment/Materials/Masters/M_FastTrack_Master.M_FastTrack_Master","0","0","735","15","0.000000","0","735"
"/Game/School_Environment/Materials/Masters/M_FastTrack_Atlas.M_FastTrack_Atlas","0","0","147","3","0.000000","0","147"
"/Game/School_Environment/Materials/Masters/M_Glass_Master.M_Glass_Master","0","0","42","1","0.000000","0","0"
"/Game/School_Environment/Materials/M_ChalkWipes.M_ChalkWipes","0","0","40","1","0.000000","0","0"
"/Game/School_Environment/Materials/Masters/M_Light.M_Light","0","0","27","1","0.000000","0","0"
"/Game/School_Environment/Materials/Masters/M_FastTrack_Decal_Complex_Master.M_FastTrack_Decal_Complex_Master","0","0","31","1","0.000000","0","0"
"/Game/QuestKitMini1/Materials/M_Button1_Mat.M_Button1_Mat","0","0","12","1","0.000000","0","0"
"/Game/QuestKitMini1/Materials/M_Base.M_Base","0","0","21","1","0.000000","0","0"
"/Game/QuestKitMini1/Materials/M_BaseEmissive.M_BaseEmissive","0","0","28","1","0.000000","0","0"
"/Game/Ben/Cinematics/ChaseSceneStart/MainCharacter/Ch22_hair.Ch22_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/ChaseSceneStart/MainCharacter/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/ChaseEnd/Knife/knifeMat.knifeMat","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Radio/20_-_Default.20_-_Default","0","0","21","1","0.000000","0","0"
"/Game/Ben/LoreItems/Radio/M_Radio.M_Radio","0","0","21","1","0.000000","0","0"
"/Game/Ben/LoreItems/Letters/childs_drawing_Mat.childs_drawing_Mat","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Letters/Letter_1_Mat.Letter_1_Mat","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Letters/Material_008.Material_008","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Rucksack/Material_016.Material_016","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Rucksack/Material_015.Material_015","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Rucksack/Material_011.Material_011","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Rucksack/Material_008.Material_008","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Rucksack/Material_007.Material_007","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Rucksack/Material_005.Material_005","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/FamilyPhoto/Velvet.Velvet","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/FamilyPhoto/Chrome.Chrome","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/FamilyPhoto/photo01.photo01","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/BloodyKnife/M_Handle.M_Handle","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/BloodyKnife/M_Buttons.M_Buttons","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/BloodyKnife/M_Blade.M_Blade","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Cross/lambert1.lambert1","0","0","12","1","0.000000","0","0"
"/Game/Ben/Jumpscares/Event1/Man/M_Teacher.M_Teacher","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/GirlDrawingCorridor/MainCharacter/Ch22_hair.Ch22_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/GirlDrawingCorridor/MainCharacter/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/CabinTransitionEnd/Main_Character/GettingUp/Ch22_hair.Ch22_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/CabinTransitionEnd/Main_Character/GettingUp/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Cabin_Pack/Master_Mat/Master_Mat.Master_Mat","0","21","21","1","8.666868","0","33"
"/Game/Cabin_Pack/Dresser/dresser_wood1.dresser_wood1","0","26","4","1","15.808999","0","153"
"/Game/Cabin_Pack/Dresser/dresser_handles1.dresser_handles1","0","26","4","1","16.851583","0","72"
"/Game/Cabin_Pack/cabin_props/source/Cardboard_Box_Mat.Cardboard_Box_Mat","0","21","10","1","13.202120","0","58"
"/Game/Ben/LoreItems/Newspaper/M_Newspaper.M_Newspaper","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Map/M_Wrap.M_Wrap","0","0","12","1","0.000000","0","0"
"/Game/Ben/LoreItems/Map/M_Paper.M_Paper","0","0","12","1","0.000000","0","0"
"/Game/Modular_Cabin/Materials/Mat_Log.Mat_Log","0","0","21","1","0.000000","0","0"
"/Game/HorrorGirl/Materiasl/Bear/Mat_HorrorGirl_Bear.Mat_HorrorGirl_Bear","0","0","33","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/Materials/M_Wood_Pine.M_Wood_Pine","0","0","21","1","0.000000","0","0"
"/Game/Cedar/Master/M_BillboardMaster.M_BillboardMaster","0","0","98","1","0.000000","0","0"
"/Game/Cedar/Master/M_TransitionMaster.M_TransitionMaster","0","0","392","4","0.000000","0","0"
"/Game/Cedar/Master/M_GroundMaster.M_GroundMaster","0","0","98","1","0.000000","0","0"
"/Game/Cedar/Master/M_LeafMaster.M_LeafMaster","0","0","196","2","0.000000","0","0"
"/Game/Cedar/Master/M_TrunkMaster.M_TrunkMaster","0","0","246","3","0.000000","0","0"
"/Game/Cedar/Master/M_FoliageMaster.M_FoliageMaster","0","0","196","2","0.000000","0","0"
"/Game/Cedar/Master/M_LandscapeMaster.M_LandscapeMaster","0","0","168","2","0.000000","0","0"
"/Game/MudV2/mudimport.mudimport","0","0","121","2","0.000000","0","154"
"/Game/StonePineForest/Materials/MasterMaterials/M_Fence.M_Fence","0","0","42","1","0.000000","0","0"
"/Game/FP_Horror_Starter_Kit/Materials/M_Rock_Basalt.M_Rock_Basalt","0","0","21","1","0.000000","0","0"
"/Game/Modular_Cabin/Materials/Mat_Roof.Mat_Roof","0","0","21","1","0.000000","0","0"
"/Game/Modular_Cabin/Materials/Mat_Plank.Mat_Plank","0","0","21","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Dectective/Ch33_hair.Ch33_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Dectective/Ch33_body.Ch33_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/wp_tire_offroad.wp_tire_offroad","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/UCB_GLASS_CLEAN.UCB_GLASS_CLEAN","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/UCB_BOTTOM.UCB_BOTTOM","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/RO3_Stamped.RO3_Stamped","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/Numberplates_dif.Numberplates_dif","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/Interior.Interior","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/GENERIC_LIGHT.GENERIC_LIGHT","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/GEN4DR_INTERIOR.GEN4DR_INTERIOR","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/TurnRightAnim/Bodycolor.Bodycolor","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Model/Topmat.Topmat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Model/Shoesmat.Shoesmat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Model/Hairmat.Hairmat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Model/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Model/Bodymat.Bodymat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Number_Plates.M_Number_Plates","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Tyre_Jeep.M_Tyre_Jeep","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Rims_Jeep.M_Rims_Jeep","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Lights_Jeep.M_Lights_Jeep","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Glass_Jeep.M_Glass_Jeep","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Exterior_Jeep.M_Exterior_Jeep","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/M_Bottom_Jeep.M_Bottom_Jeep","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/Interior.Interior","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Misc/NPC3/Ch31_hair.Ch31_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Misc/NPC3/Ch31_body.Ch31_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Misc/NPC2/Ch12_hair.Ch12_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Misc/NPC2/Ch12_body.Ch12_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Misc/NPC1/Ch07_hair.Ch07_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/Misc/NPC1/Ch07_body.Ch07_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/JR/Ch22_hair.Ch22_hair","0","0","12","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/JR/Ch22_body.Ch22_body","0","0","12","1","0.000000","0","0"
"/Game/Ben/Cinematics/Interview_Room/CharacterAnimations/JR/Ch22_body1.Ch22_body1","0","0","33","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/MainCharacter/SatStillDrive/Ch22_hair.Ch22_hair","0","0","21","1","0.000000","0","0"
"/Game/Ben/Fonts/M_PoorRichFont.M_PoorRichFont","0","0","24","1","0.000000","0","0"
"/Game/Ben/Levels/M_GroundMaster.M_GroundMaster","0","12","2","1","6.154103","0","34"
"/Game/Ben/LoreItems/NewItems/Map/07_-_Default.07_-_Default","0","0","12","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","2","1","0.000000","0","0"
"/Game/Ben/Cinematics/Corridor_Start/MainCharacter/GetUp/Ch22_hair.Ch22_hair","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Corridor_Start/MainCharacter/GetUp/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/BullyScene/M_GlowRed.M_GlowRed","0","0","112","1","0.000000","0","0"
"/Game/Ben/Cinematics/BullyScene/M_GlowBlue.M_GlowBlue","0","0","112","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/MainCharacter/StandingIdle/Ch22_hair.Ch22_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/MainCharacter/StandingIdle/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/MainCharacter/ExitingCar/Ch22_hair.Ch22_hair","0","0","56","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/MainCharacter/ExitingCar/Ch22_body.Ch22_body","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/wp_tire_offroad.wp_tire_offroad","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/UCB_GLASS_CLEAN.UCB_GLASS_CLEAN","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/UCB_BOTTOM.UCB_BOTTOM","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/RO3_Stamped.RO3_Stamped","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/GENERIC_LIGHT.GENERIC_LIGHT","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/GEN4DR_INTERIOR.GEN4DR_INTERIOR","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/Bodycolor.Bodycolor","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Intro/Jeep/Numberplates_dif1.Numberplates_dif1","0","0","24","1","0.000000","0","0"
"/Game/AnimalVarietyPack/Crow/Materials/M_Crow.M_Crow","0","0","70","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Walking/Bodymat.Bodymat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Walking/Topmat.Topmat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Walking/Shoesmat.Shoesmat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Walking/Hairmat.Hairmat","0","0","24","1","0.000000","0","0"
"/Game/Ben/Cinematics/Cabin_Ingame_1/JamieCharacter/Walking/Bottommat.Bottommat","0","0","24","1","0.000000","0","0"
